Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Datetime,Hour,Day,Month,Weekend,Season,Rolling_Mean,Moving_Average,Variance,Peak_Ratio
12/1/2010,06:51:00,2.344,0.144,243.47,9.6,0.0,0.0,19.0,2010-01-12 06:51:00,6,12,1,0,Winter,1.8218333333333336,1.8218333333333336,2.3970702318845314,1.2866160461074003
5/12/2008,02:01:00,0.922,0.076,245.11,4.0,0.0,0.0,0.0,2008-12-05 02:01:00,2,5,12,0,Winter,0.915916666666667,0.915916666666667,0.0063904275364215,1.0066417978345916
25/7/2008,05:08:00,0.148,0.0,239.09,0.6,0.0,0.0,1.0,2008-07-25 05:08:00,5,25,7,0,Monsoon,0.2786666666666671,0.2786666666666671,0.0048544927538104,0.5311004784688986
8/8/2008,20:35:00,0.08,0.0,239.06,0.2,0.0,0.0,0.0,2008-08-08 20:35:00,20,8,8,0,Monsoon,0.2588333333333337,0.2588333333333337,0.0869794492755423,0.3090792015453956
20/6/2010,10:44:00,1.262,0.0,239.51,5.2,0.0,0.0,19.0,2010-06-20 10:44:00,10,20,6,1,Monsoon,1.4004166666666673,1.4004166666666673,0.0096114710147288,0.9011603689378156
17/10/2008,05:10:00,0.294,0.048,241.76,1.2,0.0,0.0,0.0,2008-10-17 05:10:00,5,17,10,0,Autumn,0.2969166666666671,0.2969166666666671,3.964492770295516e-05,0.9901768172888
29/12/2007,23:14:00,0.478,0.0,242.99,2.0,0.0,0.0,0.0,2007-12-29 23:14:00,23,29,12,1,Winter,2.338833333333333,2.338833333333333,1.9380479710146776,0.2043754008408751
24/5/2008,16:28:00,1.328,0.128,240.42,5.4,0.0,0.0,19.0,2008-05-24 16:28:00,16,24,5,1,Summer,1.2460833333333337,1.2460833333333337,0.0015932101452467,1.065739316525112
16/2/2010,00:05:00,0.334,0.054,243.81,1.4,0.0,0.0,0.0,2010-02-16 00:05:00,0,16,2,0,Winter,0.3835000000000006,0.3835000000000006,0.0025847826089165,0.8709256844850052
13/11/2007,07:30:00,3.254,0.202,238.37,13.6,0.0,1.0,18.0,2007-11-13 07:30:00,7,13,11,0,Autumn,1.8118333333333332,1.8118333333333332,0.2313634492756751,1.7959709318369974
25/8/2010,12:04:00,0.344,0.22,239.87,1.6,0.0,2.0,1.0,2010-08-25 12:04:00,12,25,8,0,Monsoon,0.4473333333333339,0.4473333333333339,0.0908969275362324,0.7690014903129646
3/2/2009,23:13:00,3.16,0.18,246.18,12.8,0.0,40.0,0.0,2009-02-03 23:13:00,23,3,2,0,Winter,2.4225833333333338,2.4225833333333338,1.060046079710676,1.304392693749785
26/4/2008,23:00:00,0.646,0.11,243.4,2.6,0.0,0.0,1.0,2008-04-26 23:00:00,23,26,4,1,Summer,0.5972500000000005,0.5972500000000005,0.0026075869568185,1.0816241105064872
10/9/2007,15:27:00,0.314,0.252,241.48,1.6,0.0,1.0,0.0,2007-09-10 15:27:00,15,10,9,0,Monsoon,0.1999166666666666,0.1999166666666666,0.002721210144889,1.570654439349729
4/3/2007,19:26:00,7.054,0.516,233.78,30.4,37.0,0.0,17.0,2007-03-04 19:26:00,19,4,3,1,Summer,4.487666666666667,4.487666666666667,2.371420057971204,1.571863626234866
20/12/2007,02:41:00,0.302,0.094,246.24,1.2,0.0,1.0,0.0,2007-12-20 02:41:00,2,20,12,0,Winter,0.2897500000000002,0.2897500000000002,0.0024171521739379,1.04227782571182
24/12/2006,17:20:00,2.31,0.306,237.52,9.8,0.0,0.0,0.0,2006-12-24 17:20:00,17,24,12,1,Winter,1.3604166666666666,1.3604166666666666,0.1570775579709653,1.698009188361409
16/5/2010,19:08:00,3.998,0.44,238.98,16.8,0.0,38.0,18.0,2010-05-16 19:08:00,19,16,5,1,Summer,2.691333333333334,2.691333333333334,1.1346492753627972,1.4855090413673515
1/3/2009,00:14:00,0.418,0.112,245.12,1.8,0.0,0.0,0.0,2009-03-01 00:14:00,0,1,3,1,Summer,1.1830833333333337,1.1830833333333337,0.2251777318845328,0.3533140804395293
13/12/2007,18:07:00,1.626,0.074,238.68,7.0,0.0,0.0,0.0,2007-12-13 18:07:00,18,13,12,0,Winter,1.5313333333333334,1.5313333333333334,0.0039146666668161,1.061819764910753
27/10/2008,06:13:00,0.296,0.072,239.12,1.2,0.0,0.0,0.0,2008-10-27 06:13:00,6,27,10,0,Autumn,0.3157500000000005,0.3157500000000005,0.005872108695819,0.9374505146476628
1/7/2010,15:48:00,1.074,0.246,237.9,4.6,0.0,0.0,1.0,2010-07-01 15:48:00,15,1,7,0,Monsoon,1.1037500000000005,1.1037500000000005,0.0018686304349243,0.9730464326160811
24/10/2008,06:24:00,0.408,0.192,244.08,1.8,0.0,2.0,0.0,2008-10-24 06:24:00,6,24,10,0,Autumn,0.3622500000000004,0.3622500000000004,0.0010919347827979,1.126293995859212
23/11/2010,12:59:00,0.4,0.0,241.04,1.6,1.0,0.0,0.0,2010-11-23 12:59:00,12,23,11,0,Autumn,0.4745833333333339,0.4745833333333339,0.0342429492753086,0.8428446005267768
12/5/2010,18:36:00,0.676,0.51,241.8,3.4,0.0,2.0,1.0,2010-05-12 18:36:00,18,12,5,0,Summer,0.5532500000000006,0.5532500000000006,0.0495088043479747,1.221870763669226
4/10/2009,17:48:00,0.44,0.198,242.95,2.0,0.0,0.0,1.0,2009-10-04 17:48:00,17,4,10,1,Autumn,0.3758333333333342,0.3758333333333342,0.0113324927537103,1.1707317073170704
24/9/2007,14:25:00,0.248,0.184,238.25,1.2,0.0,2.0,0.0,2007-09-24 14:25:00,14,24,9,0,Monsoon,0.221,0.221,0.0019652173912987,1.1221719457013577
23/2/2008,22:09:00,1.756,0.058,235.87,7.4,0.0,0.0,17.0,2008-02-23 22:09:00,22,23,2,1,Winter,1.72225,1.72225,0.0012623695655094,1.0195964581216432
20/12/2008,17:49:00,3.772,0.096,239.49,15.6,0.0,0.0,17.0,2008-12-20 17:49:00,17,20,12,1,Winter,2.9076666666666675,2.9076666666666675,0.385005101449761,1.2972601169322475
14/8/2008,00:45:00,0.184,0.154,241.84,1.0,0.0,0.0,0.0,2008-08-14 00:45:00,0,14,8,0,Monsoon,0.160166666666667,0.160166666666667,0.0043676231885717,1.1488033298647216
12/5/2010,20:55:00,2.032,0.084,240.55,8.4,0.0,0.0,19.0,2010-05-12 20:55:00,20,12,5,0,Summer,2.4145000000000003,2.4145000000000003,0.1093826956526229,0.8415821080969144
14/7/2008,11:22:00,0.204,0.0,241.31,1.0,0.0,0.0,0.0,2008-07-14 11:22:00,11,14,7,0,Monsoon,0.2420833333333338,0.2420833333333338,0.0023511231886075,0.8426850258175543
5/7/2009,07:35:00,0.374,0.27,241.18,1.8,0.0,0.0,0.0,2009-07-05 07:35:00,7,5,7,1,Monsoon,0.2870000000000007,0.2870000000000007,0.0046233043479804,1.3031358885017388
2/3/2010,06:10:00,0.52,0.086,243.22,2.2,0.0,0.0,1.0,2010-03-02 06:10:00,6,2,3,0,Summer,0.5260000000000006,0.5260000000000006,0.0007986086958654,0.988593155893535
12/6/2010,08:03:00,1.388,0.204,237.89,5.8,0.0,1.0,18.0,2010-06-12 08:03:00,8,12,6,1,Monsoon,1.6825833333333338,1.6825833333333338,0.1505149492756623,0.824921994948244
17/11/2009,18:36:00,1.032,0.104,240.45,4.2,0.0,0.0,1.0,2009-11-17 18:36:00,18,17,11,0,Autumn,1.048583333333334,1.048583333333334,0.0516474710148318,0.9841850115234836
25/12/2008,08:39:00,1.184,0.048,242.62,4.8,0.0,0.0,0.0,2008-12-25 08:39:00,8,25,12,0,Winter,1.0520000000000005,1.0520000000000005,0.0518093913044958,1.125475285171102
1/6/2010,12:05:00,1.23,0.05,239.86,5.0,0.0,0.0,18.0,2010-06-01 12:05:00,12,1,6,0,Monsoon,1.4425833333333336,1.4425833333333336,0.0607646884060356,0.8526370515856968
11/11/2010,00:52:00,0.406,0.182,242.15,1.8,0.0,1.0,0.0,2010-11-11 00:52:00,0,11,11,0,Autumn,0.6455000000000006,0.6455000000000006,0.0544543478260876,0.628969790859798
24/3/2009,07:43:00,3.018,0.0,240.18,12.6,0.0,0.0,18.0,2009-03-24 07:43:00,7,24,3,0,Summer,2.570916666666667,2.570916666666667,0.1105224275368617,1.1739003597938475
10/10/2007,07:57:00,1.054,0.098,238.1,4.4,0.0,0.0,0.0,2007-10-10 07:57:00,7,10,10,0,Autumn,0.9161666666666668,0.9161666666666668,0.20596066666672,1.1504456976532655
2/10/2010,09:52:00,1.022,0.444,241.81,4.6,0.0,1.0,11.0,2010-10-02 09:52:00,9,2,10,1,Autumn,0.4065833333333339,0.4065833333333339,0.0194832971015162,2.5136298421807712
17/12/2007,07:09:00,2.21,0.094,239.81,9.2,0.0,0.0,18.0,2007-12-17 07:09:00,7,17,12,0,Winter,2.946,2.946,4.250983304348106,0.7501697216564833
13/3/2008,15:59:00,0.372,0.186,242.08,1.6,0.0,1.0,0.0,2008-03-13 15:59:00,15,13,3,0,Summer,0.3155000000000003,0.3155000000000003,0.0010042608697529,1.1790808240887467
4/2/2010,07:34:00,1.79,0.058,241.48,7.4,0.0,0.0,18.0,2010-02-04 07:34:00,7,4,2,0,Winter,2.6049166666666674,2.6049166666666674,0.1322239927542376,0.6871620973159728
24/8/2010,20:15:00,0.328,0.108,244.26,1.6,0.0,0.0,0.0,2010-08-24 20:15:00,20,24,8,0,Monsoon,0.2882500000000006,0.2882500000000006,0.0028408043477961,1.137901127493493
17/1/2010,07:02:00,0.332,0.13,244.09,1.4,0.0,1.0,1.0,2010-01-17 07:02:00,7,17,1,1,Winter,0.3645833333333338,0.3645833333333338,0.0043278188407098,0.91062857142857
23/10/2010,07:27:00,2.002,0.0,239.86,8.2,0.0,0.0,18.0,2010-10-23 07:27:00,7,23,10,1,Autumn,2.699166666666667,2.699166666666667,0.2514577101454759,0.7417104044458164
28/2/2007,04:11:00,0.222,0.0,243.5,1.0,0.0,0.0,0.0,2007-02-28 04:11:00,4,28,2,0,Winter,0.2514166666666667,0.2514166666666667,0.0029316449274655,0.8829963539940338
10/10/2007,10:36:00,0.382,0.176,238.27,1.8,0.0,1.0,0.0,2007-10-10 10:36:00,10,10,10,0,Autumn,0.2905,0.2905,0.0021653043478071,1.3149741824440615
30/10/2010,11:07:00,4.142,0.434,238.86,17.8,32.0,0.0,18.0,2010-10-30 11:07:00,11,30,10,1,Autumn,2.4421666666666675,2.4421666666666675,2.001224666667119,1.6960349416501737
25/11/2010,19:57:00,1.304,0.048,241.29,5.4,0.0,1.0,0.0,2010-11-25 19:57:00,19,25,11,0,Autumn,1.589833333333334,1.589833333333334,0.1124382318843135,0.8202117622392282
12/8/2007,17:04:00,0.106,0.0,237.75,0.4,0.0,0.0,0.0,2007-08-12 17:04:00,17,12,8,1,Monsoon,0.148,0.148,0.0049067826086768,0.7162162162162162
7/10/2009,01:39:00,0.362,0.138,244.52,1.6,0.0,0.0,1.0,2009-10-07 01:39:00,1,7,10,0,Autumn,0.4271666666666675,0.4271666666666675,0.0654191014494043,0.847444401092468
10/4/2010,09:19:00,1.474,0.196,242.02,6.0,0.0,0.0,18.0,2010-04-10 09:19:00,9,10,4,1,Summer,1.355083333333334,1.355083333333334,0.0080003405799823,1.0877559805670003
25/1/2010,05:46:00,0.264,0.0,244.99,1.0,0.0,0.0,1.0,2010-01-25 05:46:00,5,25,1,0,Winter,0.350833333333334,0.350833333333334,0.006262927536336,0.7524940617577184
14/4/2008,14:17:00,0.572,0.12,241.13,2.8,0.0,1.0,4.0,2008-04-14 14:17:00,14,14,4,0,Summer,1.4653333333333336,1.4653333333333336,0.0389967536234727,0.3903548680618743
9/3/2010,20:37:00,2.678,0.168,241.53,11.0,0.0,0.0,19.0,2010-03-09 20:37:00,20,9,3,0,Summer,2.7820833333333344,2.7820833333333344,0.1867834710150161,0.9625879886176424
27/4/2010,22:47:00,0.246,0.0,245.85,1.0,0.0,0.0,0.0,2010-04-27 22:47:00,22,27,4,0,Summer,0.2996666666666672,0.2996666666666672,0.0023727536233413,0.8209121245828682
11/12/2008,02:08:00,0.218,0.058,243.55,1.0,0.0,0.0,0.0,2008-12-11 02:08:00,2,11,12,0,Winter,0.3063333333333338,0.3063333333333338,0.0059953623188775,0.7116430903155593
22/12/2009,04:00:00,0.218,0.0,248.09,0.8,0.0,0.0,0.0,2009-12-22 04:00:00,4,22,12,0,Winter,0.2779166666666672,0.2779166666666672,0.0024613840581171,0.7844077961019473
26/9/2008,05:53:00,0.152,0.0,240.97,0.6,0.0,0.0,0.0,2008-09-26 05:53:00,5,26,9,0,Monsoon,0.2291666666666671,0.2291666666666671,0.0027944057973617,0.663272727272726
3/3/2008,11:03:00,0.504,0.0,240.84,2.0,0.0,0.0,0.0,2008-03-03 11:03:00,11,3,3,0,Summer,0.6167500000000002,0.6167500000000002,0.0043133260872405,0.817186866639643
1/1/2009,08:09:00,0.558,0.052,242.57,2.4,0.0,1.0,0.0,2009-01-01 08:09:00,8,1,1,0,Winter,0.5231666666666671,0.5231666666666671,0.0017825797101438,1.0665817139216305
5/5/2010,12:25:00,1.466,0.088,237.64,6.2,0.0,0.0,18.0,2010-05-05 12:25:00,12,5,5,0,Summer,1.523416666666667,1.523416666666667,0.0337869492757034,0.9623105957004536
13/6/2007,05:53:00,0.208,0.102,242.21,1.0,0.0,0.0,0.0,2007-06-13 05:53:00,5,13,6,0,Monsoon,0.1884166666666666,0.1884166666666666,0.0019085144926876,1.1039363113666525
7/6/2010,12:25:00,0.248,0.074,243.12,1.0,0.0,0.0,1.0,2010-06-07 12:25:00,12,7,6,0,Monsoon,0.2299166666666671,0.2299166666666671,0.0014683405796904,1.078651685393256
26/12/2009,10:35:00,3.72,0.252,240.42,15.4,1.0,38.0,18.0,2009-12-26 10:35:00,10,26,12,1,Winter,2.2486666666666677,2.2486666666666677,0.3630819710150589,1.6543136673584342
19/3/2008,14:50:00,0.436,0.204,241.95,2.0,0.0,1.0,0.0,2008-03-19 14:50:00,14,19,3,0,Summer,0.3840833333333337,0.3840833333333337,0.0004499057972837,1.1351703189412008
9/5/2008,22:41:00,0.714,0.0,242.37,3.0,0.0,0.0,1.0,2008-05-09 22:41:00,22,9,5,0,Summer,0.8725833333333338,0.8725833333333338,0.0047149492757172,0.8182599560691428
26/5/2007,12:11:00,2.466,0.1,234.85,10.4,0.0,35.0,0.0,2007-05-26 12:11:00,12,26,5,1,Summer,2.25375,2.25375,0.1345427173914669,1.0941763727121463
23/5/2008,21:54:00,0.73,0.078,237.96,3.2,0.0,0.0,0.0,2008-05-23 21:54:00,21,23,5,0,Summer,0.8030833333333338,0.8030833333333338,0.0103067753626179,0.9089965756978308
2/3/2007,02:51:00,0.292,0.112,241.32,1.2,0.0,1.0,0.0,2007-03-02 02:51:00,2,2,3,0,Summer,0.3794166666666667,0.3794166666666667,0.004707644927472,0.7696024599165384
11/3/2007,15:07:00,1.462,0.148,243.56,6.0,0.0,0.0,18.0,2007-03-11 15:07:00,15,11,3,1,Summer,1.44775,1.44775,0.0027771521739098,1.0098428596097393
21/7/2008,11:34:00,0.478,0.188,236.37,2.4,0.0,1.0,1.0,2008-07-21 11:34:00,11,21,7,0,Monsoon,0.4537500000000004,0.4537500000000004,0.0036373260871601,1.053443526170798
12/11/2009,01:41:00,0.3,0.078,243.8,1.2,0.0,0.0,1.0,2009-11-12 01:41:00,1,12,11,0,Autumn,0.3035833333333339,0.3035833333333339,0.0039739057972384,0.9881965413121034
29/3/2008,23:49:00,2.678,0.076,242.36,11.0,0.0,0.0,18.0,2008-03-29 23:49:00,23,29,3,1,Summer,2.755833333333334,2.755833333333334,0.0034437971018282,0.97175687934684
30/3/2009,19:14:00,0.728,0.212,238.85,3.2,2.0,0.0,0.0,2009-03-30 19:14:00,19,30,3,0,Summer,0.918583333333334,0.918583333333334,0.0455817318844628,0.7925247210378296
16/3/2007,20:39:00,0.838,0.11,239.5,3.6,0.0,1.0,0.0,2007-03-16 20:39:00,20,16,3,0,Summer,1.6951666666666665,1.6951666666666665,0.2778625797101258,0.4943466719103333
7/1/2009,19:01:00,1.99,0.058,244.94,8.0,0.0,1.0,0.0,2009-01-07 19:01:00,19,7,1,0,Winter,2.1465000000000005,2.1465000000000005,0.0190811304351587,0.9270906126252036
30/7/2009,00:27:00,0.25,0.132,244.77,1.2,0.0,0.0,0.0,2009-07-30 00:27:00,0,30,7,0,Monsoon,0.1938333333333341,0.1938333333333341,0.0016938840580637,1.289767841788473
23/11/2009,21:28:00,2.12,0.076,238.21,8.8,0.0,1.0,0.0,2009-11-23 21:28:00,21,23,11,0,Autumn,2.141666666666667,2.141666666666667,0.1737525797107146,0.9898832684824902
23/10/2009,07:01:00,0.726,0.228,240.3,3.0,0.0,0.0,0.0,2009-10-23 07:01:00,7,23,10,0,Autumn,1.072083333333334,1.072083333333334,0.927375471014882,0.6771861640108818
28/7/2007,05:44:00,0.126,0.0,238.19,0.6,0.0,0.0,0.0,2007-07-28 05:44:00,5,28,7,1,Monsoon,0.23025,0.23025,0.0031726304347426,0.5472312703583061
5/3/2007,14:36:00,3.882,0.336,238.62,16.2,0.0,39.0,17.0,2007-03-05 14:36:00,14,5,3,0,Summer,1.84225,1.84225,0.2498477608695878,2.1072058623965257
14/8/2008,23:14:00,0.082,0.0,242.93,0.2,0.0,0.0,0.0,2008-08-14 23:14:00,23,14,8,0,Monsoon,0.111666666666667,0.111666666666667,0.001412057971175,0.7343283582089528
28/1/2009,16:50:00,4.38,0.13,244.49,18.0,0.0,25.0,19.0,2009-01-28 16:50:00,16,28,1,0,Winter,4.1725,4.1725,0.2449319130443171,1.0497303774715396
19/6/2010,03:51:00,0.29,0.122,243.79,1.2,0.0,1.0,0.0,2010-06-19 03:51:00,3,19,6,1,Monsoon,0.5153333333333339,0.5153333333333339,0.0587091014493152,0.5627425614488998
13/7/2010,00:26:00,0.262,0.08,238.88,1.2,0.0,0.0,0.0,2010-07-13 00:26:00,0,13,7,0,Monsoon,0.3429166666666672,0.3429166666666672,0.0017165144927103,0.7640340218712017
4/4/2009,09:13:00,1.55,0.204,242.51,6.4,0.0,0.0,18.0,2009-04-04 09:13:00,9,4,4,1,Summer,1.5791666666666673,1.5791666666666673,0.0221766666671434,0.9815303430079152
12/11/2007,01:46:00,0.25,0.0,244.38,1.0,0.0,0.0,0.0,2007-11-12 01:46:00,1,12,11,0,Autumn,0.3156666666666667,0.3156666666666667,0.0030767536234089,0.791974656810982
14/4/2009,16:22:00,0.486,0.25,243.54,2.2,0.0,0.0,0.0,2009-04-14 16:22:00,16,14,4,0,Summer,0.3720833333333339,0.3720833333333339,0.00520816666687,1.3061590145576687
23/4/2009,02:29:00,0.426,0.184,245.11,2.0,0.0,2.0,1.0,2009-04-23 02:29:00,2,23,4,0,Summer,0.4629166666666672,0.4629166666666672,0.0063255579712271,0.920252025202519
1/1/2009,19:14:00,1.522,0.0,239.83,6.2,0.0,0.0,0.0,2009-01-01 19:14:00,19,1,1,0,Winter,1.5127500000000005,1.5127500000000005,0.0017828913045673,1.0061146917864812
27/8/2009,12:30:00,0.248,0.148,241.16,1.2,0.0,0.0,1.0,2009-08-27 12:30:00,12,27,8,0,Monsoon,0.4103333333333341,0.4103333333333341,0.0649852753624208,0.604386677497968
5/3/2008,02:34:00,0.22,0.0,243.92,0.8,0.0,0.0,0.0,2008-03-05 02:34:00,2,5,3,0,Summer,0.2677500000000002,0.2677500000000002,0.0016453260872258,0.8216619981325856
6/11/2007,06:06:00,0.342,0.108,242.82,1.4,0.0,0.0,0.0,2007-11-06 06:06:00,6,6,11,0,Autumn,0.2581666666666667,0.2581666666666667,0.0018309275363436,1.3247256294383472
10/7/2009,16:22:00,0.922,0.22,240.44,3.8,0.0,0.0,12.0,2009-07-10 16:22:00,16,10,7,0,Monsoon,0.7191666666666675,0.7191666666666675,0.1447627536234222,1.2820393974507518
28/5/2008,09:41:00,1.398,0.242,240.25,5.8,0.0,1.0,19.0,2008-05-28 09:41:00,9,28,5,0,Summer,1.4531666666666672,1.4531666666666672,0.0916917971017735,0.9620369308406924
15/6/2010,19:50:00,0.742,0.33,242.89,3.2,0.0,2.0,0.0,2010-06-15 19:50:00,19,15,6,0,Monsoon,1.035250000000001,1.035250000000001,0.3037021956523382,0.7167350881429602
8/10/2010,01:17:00,0.34,0.066,241.69,1.4,0.0,0.0,1.0,2010-10-08 01:17:00,1,8,10,0,Autumn,0.3082500000000006,0.3082500000000006,0.0013354130434955,1.103000811030006
7/8/2008,01:54:00,0.08,0.0,240.59,0.2,0.0,0.0,0.0,2008-08-07 01:54:00,1,7,8,0,Monsoon,0.1603333333333337,0.1603333333333337,0.0021184927537921,0.4989604989604979
1/3/2009,01:03:00,0.5,0.238,244.79,2.2,0.0,1.0,0.0,2009-03-01 01:03:00,1,1,3,1,Summer,0.4448333333333338,0.4448333333333338,0.0051624057974755,1.124016485575121
20/4/2010,21:59:00,1.402,0.0,238.34,5.8,1.0,0.0,0.0,2010-04-20 21:59:00,21,20,4,0,Summer,1.7119166666666672,1.7119166666666672,0.2868732101452569,0.8189650976001555
27/5/2009,06:05:00,0.27,0.0,235.11,1.0,0.0,0.0,0.0,2009-05-27 06:05:00,6,27,5,0,Summer,0.4010000000000006,0.4010000000000006,0.0616166956523552,0.6733167082294255
17/10/2008,08:09:00,1.492,0.08,238.59,6.2,1.0,2.0,18.0,2008-10-17 08:09:00,8,17,10,0,Autumn,1.8810833333333337,1.8810833333333337,0.1011742536235863,0.7931599698755148
26/10/2010,18:02:00,0.428,0.246,248.17,2.0,0.0,1.0,1.0,2010-10-26 18:02:00,18,26,10,0,Autumn,0.399583333333334,0.399583333333334,0.0023512971013846,1.0711157455682985
3/12/2008,19:36:00,1.578,0.052,244.93,6.4,0.0,0.0,0.0,2008-12-03 19:36:00,19,3,12,0,Winter,1.6195833333333338,1.6195833333333338,0.0087519927539513,0.9743246719835346
27/3/2010,03:09:00,0.242,0.0,243.04,1.0,0.0,0.0,1.0,2010-03-27 03:09:00,3,27,3,1,Summer,0.3129166666666673,0.3129166666666673,0.0033770362320278,0.7733688415446056
6/8/2007,10:35:00,2.764,0.176,230.76,12.6,27.0,0.0,17.0,2007-08-06 10:35:00,10,6,8,0,Monsoon,2.2994166666666667,2.2994166666666667,0.8503232971016841,1.202043996665821
30/8/2009,18:13:00,0.754,0.0,241.33,3.8,0.0,0.0,9.0,2009-08-30 18:13:00,18,30,8,1,Monsoon,1.4026666666666676,1.4026666666666676,0.0207000579713843,0.5375475285171099
18/11/2010,14:09:00,0.214,0.06,239.39,1.0,0.0,0.0,0.0,2010-11-18 14:09:00,14,18,11,0,Autumn,0.3814166666666672,0.3814166666666672,0.0044822536231315,0.5610662005680568
16/3/2008,10:38:00,0.904,0.078,239.99,3.6,0.0,1.0,0.0,2008-03-16 10:38:00,10,16,3,1,Summer,0.8603333333333336,0.8603333333333336,0.1078249275364704,1.0507555211158464
23/8/2010,11:28:00,0.27,0.108,242.31,1.2,0.0,0.0,1.0,2010-08-23 11:28:00,11,23,8,0,Monsoon,0.2357500000000006,0.2357500000000006,0.0032888043477879,1.1452810180275688
14/5/2008,17:27:00,2.524,0.332,239.44,10.6,0.0,37.0,1.0,2008-05-14 17:27:00,17,14,5,0,Summer,2.0817500000000004,2.0817500000000004,0.187417500000396,1.2124414555061844
24/8/2010,03:12:00,0.174,0.0,241.93,0.8,0.0,0.0,1.0,2010-08-24 03:12:00,3,24,8,0,Monsoon,0.3312500000000005,0.3312500000000005,0.0458528043478071,0.5252830188679236
25/1/2008,11:58:00,0.554,0.096,244.13,2.4,0.0,1.0,0.0,2008-01-25 11:58:00,11,25,1,0,Winter,0.5377500000000003,0.5377500000000003,0.0059667173914371,1.0302185030218498
6/3/2007,08:41:00,0.414,0.228,240.78,2.0,0.0,2.0,0.0,2007-03-06 08:41:00,8,6,3,0,Summer,1.23925,1.23925,0.1199195869565341,0.3340730280411539
1/5/2008,05:04:00,0.352,0.112,241.06,1.4,0.0,0.0,1.0,2008-05-01 05:04:00,5,1,5,0,Summer,0.7901666666666672,0.7901666666666672,0.3156949275365722,0.4454756380510437
7/1/2007,08:31:00,0.244,0.048,243.9,1.0,0.0,0.0,0.0,2007-01-07 08:31:00,8,7,1,1,Winter,0.31975,0.31975,0.0012060217391367,0.7630961688819389
13/5/2009,22:47:00,1.33,0.146,244.2,5.4,0.0,0.0,0.0,2009-05-13 22:47:00,22,13,5,0,Summer,2.525833333333334,2.525833333333334,1.1155735362324963,0.5265588914549653
17/9/2010,13:30:00,0.288,0.062,242.55,1.2,0.0,2.0,1.0,2010-09-17 13:30:00,13,17,9,0,Monsoon,0.4133333333333339,0.4133333333333339,0.0029021449275965,0.696774193548386
12/3/2010,15:47:00,1.39,0.0,243.39,5.6,0.0,0.0,18.0,2010-03-12 15:47:00,15,12,3,0,Summer,1.150333333333334,1.150333333333334,0.2299974492756487,1.208345407128368
8/5/2008,23:49:00,2.214,0.216,243.26,9.2,0.0,0.0,19.0,2008-05-08 23:49:00,23,8,5,0,Summer,2.201166666666667,2.201166666666667,3.057971054918551e-05,1.0058302415385778
25/10/2007,11:09:00,1.338,0.088,237.47,5.6,0.0,0.0,18.0,2007-10-25 11:09:00,11,25,10,0,Autumn,1.2909166666666667,1.2909166666666667,0.0015666014494043,1.036472790652637
19/1/2010,01:43:00,0.246,0.0,244.04,1.0,0.0,0.0,1.0,2010-01-19 01:43:00,1,19,1,0,Winter,0.2470833333333338,0.2470833333333338,1.0362320219481506e-06,0.9956155143338934
